Time_s,T_pred_s,Physical_Delay_tau_s,Theta_rad,Omega_rad_s,Control_Torque_Nm,Energetic_Cost
0.19019019019019018,0.18,0.18,0.04023421327974235,-0.05616874446001403,-0.7838104508721326,0.046905860327216754
0.20020020020020018,0.18,0.18,0.03964440970949608,-0.061792001552825125,-0.5426835974021388,0.030442066556610203
0.21021021021021022,0.18,0.18,0.03901040486503676,-0.06501135666515769,-0.5396029326035431,0.029776683121058033
0.22022022022022023,0.18,0.18,0.03834428611282402,-0.06821505344099364,-0.8584048424567472,0.05154578645268074
0.23023023023023023,0.18,0.18,0.03763013396910302,-0.07461575528557168,-0.5785763612636019,0.03089780011597791
0.24024024024024024,0.18,0.18,0.036865926994028596,-0.07822874397956789,-0.35445305920562425,0.01987281429030175
0.2502502502502503,0.18,0.18,0.03607668222344667,-0.07962536236195723,-0.32872356055436625,0.018418228965692535
0.2602602602602603,0.18,0.18,0.03527460022226137,-0.08079648125809474,-0.8960308414329197,0.05258653764835293
0.2702702702702703,0.18,0.18,0.03443232377789181,-0.08765982927810673,0.26380622317823804,0.015335535376834051
0.2802802802802803,0.18,0.18,0.03357927539697536,-0.08296059164043645,-0.7281288287881499,0.03778425692747929
0.2902902902902903,0.18,0.18,0.032723385164827395,-0.08821992327026627,0.058413920002899494,0.010878808668961713
0.3003003003003003,0.18,0.18,0.03185408671775119,-0.08564886837359893,0.37194682312851646,0.017064050367989924
0.3103103103103103,0.18,0.18,0.031025879439081507,-0.08000392289370939,-0.18793868416764192,0.011392099400017439
0.3203203203203203,0.18,0.18,0.030225837834477135,-0.08001079822621525,-0.35985325916266653,0.015610731134460758
0.3303303303303303,0.18,0.18,0.029416954016416873,-0.08177097559270055,0.7400156257332553,0.03603472815250892
0.34034034034034033,0.18,0.18,0.02864522106019476,-0.07258944763349945,0.021570588758001524,0.008228751410842595
0.35035035035035034,0.18,0.18,0.02792903257107745,-0.07065559744237099,-0.3221806035587702,0.012990325669037722
0.36036036036036034,0.18,0.18,0.02721480444184433,-0.07219446607867398,0.4070422098855336,0.01569062383950324
0.37037037037037035,0.18,0.18,0.026521455390500714,-0.06648565518608623,0.3729715551302609,0.013989265007117457
0.38038038038038036,0.18,0.18,0.025883189438737186,-0.06117707167460764,-0.7391471117937166,0.03401631759886521
0.39039039039039036,0.18,0.18,0.025242212354438416,-0.0670186110606729,-0.024823812869285825,0.0064025039297341
0.40040040040040037,0.18,0.18,0.02457846537431122,-0.06573716979279719,0.5088006494056725,0.01898491464334386
0.41041041041041043,0.18,0.18,0.023953980484236522,-0.05917028367608582,-0.1901434130591002,0.0075456576868800215
0.42042042042042044,0.18,0.18,0.023359965544377147,-0.05963707394361201,0.5243809160254215,0.01920564715692788
0.43043043043043044,0.18,0.18,0.022796819633380604,-0.053002149381923776,0.7923569217865777,0.03658842442912391
0.44044044044044045,0.18,0.18,0.022313104584419378,-0.04375244448621286,0.4804617962558331,0.016520923245021454
0.45045045045045046,0.18,0.18,0.0219059776293911,-0.03768126808708159,-0.6484672361983868,0.025824206380132553
0.46046046046046046,0.18,0.18,0.021502963318353763,-0.042920456693563966,-0.3318608429138857,0.010130355267680411
0.47047047047047047,0.18,0.18,0.021063391591307472,-0.04499568113644261,0.24069321552261264,0.0073333258532183665
0.4804804804804805,0.18,0.18,0.02063159346965978,-0.04137042422791671,-0.8486426772027464,0.04026634616946533
0.4904904904904905,0.18,0.18,0.020181478402210223,-0.04865012889057276,0.1222792156929037,0.004820531034512361
0.5005005005005005,0.18,0.18,0.019707101372345378,-0.04623109418936705,-0.346927394460254,0.009901629296348005
0.5105105105105106,0.18,0.18,0.01923332018603255,-0.048527026020917755,1.275626465567355,0.08506035003657761
0.5205205205205206,0.18,0.18,0.01881751734580825,-0.03464844040255887,-0.36999826442482897,0.010385925374467225
0.5305305305305306,0.18,0.18,0.018457917707870423,-0.037272182123658154,0.642257239968058,0.024031665375674548
0.5405405405405406,0.18,0.18,0.018122588289985486,-0.02980261377433081,-0.3333597970979355,0.008840719779342027
0.5505505505505506,0.18,0.18,0.017812992010970752,-0.032117194013327376,-0.5058480573901027,0.015967139702096112
0.5605605605605606,0.18,0.18,0.017471621139776048,-0.03615634960946857,0.3056183580631584,0.007722704491779738
0.5705705705705706,0.18,0.18,0.017130381770739663,-0.0320976413762402,0.6536510580926286,0.024297485083393543
0.5805805805805806,0.18,0.18,0.01684692289283221,-0.024602652189827923,0.32067843973637433,0.007979921195158115
0.5905905905905906,0.18,0.18,0.01662154321495882,-0.020478526651020783,-0.4847782727995477,0.014513255677393073
0.6006006006006006,0.18,0.18,0.016397043650083907,-0.02441990072236413,-0.27577995855306514,0.006491359681604087
0.6106106106106106,0.18,0.18,0.016143604618809034,-0.026268396092736786,0.2925365820531349,0.0068850422928508495
0.6206206206206206,0.18,0.18,0.0159000341249167,-0.022450836300515892,-0.8316547585377521,0.037110592721659494
0.6306306306306306,0.18,0.18,0.015638370282963446,-0.02987783945066248,-0.39520407239787464,0.010254899193063969
0.6406406406406406,0.18,0.18,0.015324340114308431,-0.03292816889759301,-0.9555108101235412,0.04799839941253733
0.6506506506506506,0.18,0.18,0.014951835140549485,-0.041568610326001856,0.20168275916155723,0.004269370507852639
0.6606606606606606,0.18,0.18,0.014550810766250174,-0.03864191773982643,-0.6103480111816572,0.020743495677222435
0.6706706706706707,0.18,0.18,0.014138350768850736,-0.043849047877682956,0.39388616287794875,0.009756245089966321
0.6806806806806807,0.18,0.18,0.013723976399178477,-0.03903316082804636,0.41501488777039225,0.010495343135605642
0.6906906906906907,0.18,0.18,0.013358599803489177,-0.034049240448780264,-0.2646412169653732,0.005286270572943497
0.7007007007007007,0.18,0.18,0.013008926696370668,-0.03588665234880068,0.6201405176916035,0.020921034822055956
0.7107107107107107,0.18,0.18,0.01268500713937577,-0.028905673332116452,-0.6039903179450017,0.019849309269825352
0.7207207207207207,0.18,0.18,0.012369543849294846,-0.03418511331241951,0.03402512476097756,0.001587941606146284
0.7307307307307307,0.18,0.18,0.012033186923758378,-0.03308988060951321,-0.3341034024553924,0.007029230052034591
0.7407407407407407,0.18,0.18,0.01168929859396907,-0.035688376186551074,-0.9223396284118539,0.04390191652313551
0.7507507507507507,0.18,0.18,0.011290041497898296,-0.044159183693789066,0.30564102755452854,0.005945472256472059
0.7607607607607607,0.18,0.18,0.010867484412564717,-0.040358787734023745,-0.46466676498578385,0.011976782298691056
0.7707707707707707,0.18,0.18,0.010444285208781908,-0.04428117636023459,-0.0067598504583572805,0.001093115714134773
0.7807807807807807,0.18,0.18,0.010004713432088566,-0.04363723919909733,0.5233374442744985,0.014695046937570323
0.7907907907907907,0.18,0.18,0.009597921746691652,-0.03772928243953954,-0.7995013281499923,0.03288131970423625
0.8008008008008007,0.18,0.18,0.009183934746586705,-0.04506532223204809,0.2823951143346539,0.00483079660429974
0.8108108108108109,0.18,0.18,0.008750672132610566,-0.04159356704128432,-0.5844669446116055,0.01784582309490575
0.8208208208208209,0.18,0.18,0.008308666485586945,-0.04680676087790828,-0.5797295174816367,0.017494655059661725
0.8308308308308309,0.18,0.18,0.007814785211497276,-0.05196915068278847,0.9734013380818219,0.04798621692799244
0.8408408408408409,0.18,0.18,0.0073468165702785596,-0.04163693990455399,0.11344058882877528,0.001183195496864159
0.8508508508508509,0.18,0.18,0.006938879880840658,-0.0399550698724224,0.5713324714348598,0.0168025201858006
0.8608608608608609,0.18,0.18,0.006570480718625278,-0.03373290144030486,0.5236818659112117,0.01414384700295068
0.8708708708708709,0.18,0.18,0.006261685810073646,-0.02803330582053079,-0.05073394696644021,0.0005207837605804549
0.8808808808808809,0.18,0.18,0.005981000888278459,-0.028105868205587095,-0.43531594162290443,0.009832722167807674
0.8908908908908909,0.18,0.18,0.005680326841824147,-0.032028082686818976,-0.3375034407112618,0.006018089754896491
0.9009009009009009,0.18,0.18,0.005345335895119698,-0.03497034007664895,0.22230624277103833,0.0027567294370653425
0.9109109109109109,0.18,0.18,0.005008858038059295,-0.03233012915141723,0.24613267925103527,0.003279951378218963
0.9209209209209209,0.18,0.18,0.004699827103875171,-0.02948090966664116,-0.749565598894671,0.028313313100379538
0.9309309309309309,0.18,0.18,0.0043694412937383105,-0.036592973759737066,-0.042915828944167955,0.0002830085908925094
0.9409409409409409,0.18,0.18,0.004003302425393495,-0.036637697905583695,0.2628815881533213,0.0036156007725922363
0.950950950950951,0.18,0.18,0.0036518945171026894,-0.033649191575564126,-0.43474944951211947,0.009583717528194993
0.960960960960961,0.18,0.18,0.0032953902120346898,-0.0376511922001719,0.3282150881663322,0.005494853171497402
0.970970970970971,0.18,0.18,0.002936963240341286,-0.03404008513013945,1.0447575625460492,0.05466217575560926
0.980980980980981,0.18,0.18,0.002650242961502525,-0.023315207425785453,-0.058526250103218935,0.00024150397510716348
0.990990990990991,0.18,0.18,0.002415368940356692,-0.023661191429193883,0.35144385886348245,0.0062339793678231675
1.001001001001001,0.18,0.18,0.002197452248345318,-0.019927006091599895,1.0255575949545657,0.05263670699228724
1.011011011011011,0.18,0.18,0.002050385804972967,-0.009496154738732884,-0.6326717705287558,0.020055719280691876
1.021021021021021,0.18,0.18,0.0019245637886405838,-0.015664116824320045,0.35046278251504526,0.006178247554174863
1.031031031031031,0.18,0.18,0.0017862578232170157,-0.012001237719361032,-0.15657863781427642,0.0012577506610987575
1.0410410410410411,0.18,0.18,0.0016591480633718326,-0.013420550422439517,-0.7999105364720149,0.03202037104090925
1.0510510510510511,0.18,0.18,0.0014857346048654577,-0.021257000589775886,-0.5348340698761571,0.014324448188175652
1.0610610610610611,0.18,0.18,0.0012473366177655834,-0.026420205020453565,-0.07365031963598465,0.0002867769655043241
1.0710710710710711,0.18,0.18,0.0009803958092034736,-0.026969638853787822,-0.19013603236988924,0.0018171972996952161
1.0810810810810811,0.18,0.18,0.0007020950169615366,-0.028691315876873656,0.32584959989107587,0.005313827461587135
1.0910910910910911,0.18,0.18,0.00043230959612751603,-0.025270781853142483,-0.4655358856701808,0.01083805195820502
1.1011011011011012,0.18,0.18,0.00015707710783463785,-0.02977416919793516,-0.26618065339512703,0.003542853744270895
1.1111111111111112,0.18,0.18,-0.00015319497471168327,-0.03228064585336949,-0.08262567411527594,0.00034158478815295813
1.1211211211211212,0.18,0.18,-0.0004793829300389896,-0.03295899492325512,0.4062015532365677,0.008252283172526137
1.1311311311311312,0.18,0.18,-0.0007880146523859374,-0.028773312219259682,0.7427944105500717,0.02759338648814517
1.1411411411411412,0.18,0.18,-0.0010381624706292298,-0.021264514738217492,0.22742670424209155,0.0025969231032752192
1.1511511511511512,0.18,0.18,-0.001239190304340527,-0.01894459707542187,0.6052089074588374,0.018329247009479698
1.1611611611611612,0.18,0.18,-0.0013982648514365517,-0.012876644708327396,-0.08910295051177627,0.0004165182354428314
1.1711711711711712,0.18,0.18,-0.0015315038614522162,-0.013771479709453468,0.41172695635794854,0.008499409370365434
1.1811811811811812,0.18,0.18,-0.0016487007798043644,-0.009672259839307348,1.1971578794982556,0.07168653156485126
1.1911911911911912,0.18,0.18,-0.001685824921831308,0.0022372083927774383,-0.5732819840954397,0.01646103172109088
1.2012012012012012,0.18,0.18,-0.0016925292021234986,-0.003573275709203628,-0.40542198665908985,0.008246995914330571
1.2112112112112112,0.18,0.18,-0.001748820193853927,-0.007681949728438886,0.0981268908124601,0.0005120280557303362
1.2212212212212212,0.18,0.18,-0.0018209756382707395,-0.006750493903762979,0.23898546552406383,0.0028888621593394304
1.2312312312312312,0.18,0.18,-0.001876824864849056,-0.004421739950182388,-0.684159167303723,0.023438913026019335
1.2412412412412412,0.18,0.18,-0.0019555384706884055,-0.011315866658305005,1.0600100978194484,0.056219311681063255
1.2512512512512513,0.18,0.18,-0.0020159788969687687,-0.000781482561464002,0.48593997398891625,0.011847524625147666
1.2612612612612613,0.18,0.18,-0.0020000013691636276,0.003973153673238547,-0.3361373780444836,0.00568941690069757
1.2712712712712713,0.18,0.18,-0.001977625602998388,0.0005050692665798579,-0.8870731458203952,0.039384048332040955
1.2812812812812813,0.18,0.18,-0.0020173435624186733,-0.008441523427559756,-0.6634486246688742,0.02204890062923936
1.2912912912912913,0.18,0.18,-0.0021351577849339416,-0.015116702455958884,-0.4286698145330274,0.009233479482254644
1.3013013013013013,0.18,0.18,-0.0023078709514269525,-0.01942372597879926,0.34976727253484174,0.006170119930107517
1.3113113113113113,0.18,0.18,-0.002484733144897782,-0.015953023113404696,0.2896126665623907,0.004255513819682461
1.3213213213213213,0.18,0.18,-0.0026300174676444823,-0.013107377748199488,-0.0721055958382186,0.0003291307663603773
1.3313313313313313,0.18,0.18,-0.002765005500268281,-0.01389065817591061,-0.5727105023057846,0.016476318526732342
1.3413413413413413,0.18,0.18,-0.002932829409345207,-0.01967065199126227,0.8387842003127981,0.03526396161816222
1.3513513513513513,0.18,0.18,-0.0030878938284422787,-0.011350409102980465,0.2991704887307382,0.004570499949326757
1.3613613613613613,0.18,0.18,-0.003186930912571681,-0.008460210401417681,-0.17243220898346517,0.0015882086211609203
1.3713713713713713,0.18,0.18,-0.0032807014415775827,-0.010293119591570053,0.3811479571476788,0.007371318281380132
1.3813813813813813,0.18,0.18,-0.003365145252834362,-0.006599398004854066,-0.44488948821001656,0.01000957486171526
1.3913913913913913,0.18,0.18,-0.003453996136658053,-0.011167683832052234,0.6222867291643985,0.01948133955782676
1.4014014014014013,0.18,0.18,-0.003535168718885965,-0.005072563072052891,0.39202936522861015,0.007809325338787249
1.4114114114114114,0.18,0.18,-0.0035670509994344536,-0.0013072866363727864,0.06643361054745255,0.0003479097588441933
1.4214214214214214,0.18,0.18,-0.0035776324762581725,-0.0008095084098828254,0.45520416089531524,0.010488535946172174
1.4314314314314314,0.18,0.18,-0.0035638437875616675,0.0035637120248733023,0.15757551871942344,0.0013685120304061872
1.4414414414414414,0.18,0.18,-0.003521282492473146,0.004947734749065868,-0.3575275677186209,0.006515292387857631
1.4514514514514514,0.18,0.18,-0.0034906175022455426,0.0011886419829200282,0.425756078673153,0.009185256031826832
1.4614614614614614,0.18,0.18,-0.0034583447018403627,0.005262781414582361,-0.26026505004432804,0.003506496294496302
1.4714714714714714,0.18,0.18,-0.0034196665186478933,0.0024754882481076977,-0.5353480148453178,0.014446816040928744
1.4814814814814814,0.18,0.18,-0.003422516447413328,-0.003040899460254163,0.3657200563079483,0.006804694167622592
1.4914914914914914,0.18,0.18,-0.00343541745431975,0.0004576789182505251,0.7630747203791627,0.02923217237494132
1.5015015015015014,0.18,0.18,-0.003393584838215354,0.00790297471852281,0.31367690874612986,0.005034824334568045
1.5115115115115114,0.18,0.18,-0.0032999024770219514,0.010831807655386771,0.09573185094843585,0.0005671229278792331
1.5215215215215214,0.18,0.18,-0.0031878595999755817,0.011577044905039637,0.6435774018996444,0.020811218100086386
1.5315315315315314,0.18,0.18,-0.0030410076734731437,0.017789340331430085,-0.5069259759734264,0.012941174532531768
1.5415415415415414,0.18,0.18,-0.002889579333047127,0.012501948283999545,0.5439897000106376,0.014879736373102907
1.5515515515515514,0.18,0.18,-0.0027384003943164907,0.017730693786256,0.03481149588032688,0.00013558037946722788
1.5615615615615615,0.18,0.18,-0.002560441573513918,0.017862387304101418,-0.36877181305431656,0.006865191115682174
1.5715715715715715,0.18,0.18,-0.0024012726542795475,0.013975911601491458,0.3341915518249974,0.005641860769161903
1.5815815815815815,0.18,0.18,-0.002245745312085153,0.01712817657704619,0.14316122348350435,0.0010751905155322182
1.5915915915915915,0.18,0.18,-0.002068270131518225,0.01836724969697686,-0.02774690250496807,8.127194330031433e-05
1.6016016016016015,0.18,0.18,-0.0018869230652739147,0.017904003477200843,-0.6233301930024131,0.019462631261963906
1.6116116116116117,0.18,0.18,-0.0017398845151503789,0.011510213971658287,-0.13739282724063062,0.0009741114301192893
1.6216216216216217,0.18,0.18,-0.0016323366910734362,0.010001470447562126,-0.6916217598890835,0.0239436781683339
1.6316316316316317,0.18,0.18,-0.0015674804591602797,0.002976150827050241,-0.5237476932802062,0.013740152260715342
1.6416416416416417,0.18,0.18,-0.0015643120603923584,-0.0023380168153176962,0.972226860293297,0.047285724116010994
1.6516516516516517,0.18,0.18,-0.0015394789766352936,0.007296802940239887,0.7931334804855259,0.03147673584854923
1.6616616616616617,0.18,0.18,-0.0014274646197811644,0.015100462833980685,-0.1452415251478374,0.001075131583770764
1.6716716716716717,0.18,0.18,-0.0012844178256154045,0.013511367164916367,-0.6693857788319663,0.02242036333663149
1.6816816816816818,0.18,0.18,-0.0011833538898924595,0.006707900255941156,0.1984008600231899,0.001982148327184306
1.6916916916916918,0.18,0.18,-0.0011068171478624978,0.0085984861197821,-0.6716764860649697,0.022569715538617297
1.7017017017017018,0.18,0.18,-0.0010548350394523963,0.0018040148530781251,0.3840765621809735,0.007386867050442327
1.7117117117117118,0.18,0.18,-0.0010179191177155434,0.005576321587496274,0.23059030641425712,0.0026689560639131574
1.7217217217217218,0.18,0.18,-0.0009510242447744968,0.0078013349581190555,-0.35594311626170466,0.00634381957184616
1.7317317317317318,0.18,0.18,-0.000891195959504202,0.004167829922742576,-1.2022009389717168,0.07227229718560624
1.7417417417417418,0.18,0.18,-0.0009098447322727494,-0.007887686848280215,-0.4491071524122586,0.010093139891760831
1.7517517517517518,0.18,0.18,-0.0010111683853068812,-0.012374117053964321,0.6218697220710934,0.019346322176473387
1.7617617617617618,0.18,0.18,-0.001103810429064283,-0.006160213110859421,0.0877978135460217,0.0003976067778062104
1.7717717717717718,0.18,0.18,-0.0011611460129980716,-0.00530807351287747,-0.09686375197884783,0.00048261192300600055
1.7817817817817818,0.18,0.18,-0.0012192126334806621,-0.006304885354740386,-0.5764782698622006,0.0166312245756222
1.7917917917917918,0.18,0.18,-0.0013111790021909737,-0.012084309076686296,0.28365485876819174,0.004040195848898006
1.8018018018018018,0.18,0.18,-0.001417885274431248,-0.009260154500572628,-0.7182414094473243,0.025813640098758438
1.8118118118118118,0.18,0.18,-0.0015464572843673515,-0.016449286783258243,-0.3255975604471528,0.0053246038697805954
1.8218218218218218,0.18,0.18,-0.0017271775081461995,-0.019693503054770144,0.8965163563661862,0.0402169102830516
1.8318318318318318,0.18,0.18,-0.0018792984813214102,-0.01073937355186111,-0.46198040019110986,0.010706612135855872
1.8418418418418419,0.18,0.18,-0.002009945499245389,-0.015387203897945862,0.09528426164688411,0.0004943533349789615
1.8518518518518519,0.18,0.18,-0.002159171935100505,-0.014460052309030469,-0.13418775965258453,0.0009469379764822463
1.8618618618618619,0.18,0.18,-0.00231064004650527,-0.015833639529610193,-0.6189969226403045,0.019211250086153493
1.8718718718718719,0.18,0.18,-0.0025000482941626182,-0.02204435243459504,0.17507985240741175,0.0015951501506815083
1.8818818818818819,0.18,0.18,-0.0027118197663964522,-0.020313082620392907,0.14032177306352672,0.0010580496642387798
1.8918918918918919,0.18,0.18,-0.0029081062943276423,-0.018946935134952853,1.045141763395902,0.054700636101905856
1.901901901901902,0.18,0.18,-0.003045643976007465,-0.008570351731566787,0.7038884816583778,0.02486570920285273
1.911911911911912,0.18,0.18,-0.0030967344782167686,-0.0016539224890794032,0.383153709597042,0.007436235903184485
1.921921921921922,0.18,0.18,-0.0030948507342319974,0.002027618171175668,-0.34475628764338523,0.006038625904154193
1.931931931931932,0.18,0.18,-0.0030925764480581363,-0.0015697446413002842,0.08745124694670005,0.00047802632049747453
1.941941941941942,0.18,0.18,-0.0031046130655491724,-0.0008382849559410825,-0.2281379035759595,0.0026987313752694763
1.951951951951952,0.18,0.18,-0.003125109471182074,-0.00325914293173665,0.482686908170701,0.011746995658038255
1.961961961961962,0.18,0.18,-0.0031342773892011565,0.0014215848847644796,-0.011787101697528501,0.00010518373584597015
1.971971971971972,0.18,0.18,-0.0031214368476132283,0.0011468553353543535,0.3788249116910845,0.007272849365824276
1.981981981981982,0.18,0.18,-0.0030918350081094504,0.004770729723276316,0.4054736551742593,0.00831603868919242
1.991991991991992,0.18,0.18,-0.003024744592724555,0.008644662653949873,0.017497632524905465,0.00010679915571099582
2.002002002002002,0.18,0.18,-0.0029383596162777894,0.00863303486691982,0.04206544528873086,0.00017481465671268203
2.012012012012012,0.18,0.18,-0.0028508435000756368,0.008870691918369833,0.20605197881127457,0.0022041439852213325
2.022022022022022,0.18,0.18,-0.002752749534781069,0.010747323557088273,1.1643528585146445,0.06786165525657357
2.032032032032032,0.18,0.18,-0.002588073831126572,0.022179609636307086,0.2505134110289242,0.0032048297168209582
2.042042042042042,0.18,0.18,-0.002354929662131346,0.024449201775373623,-0.4484011780841305,0.010108637762497668
2.052052052052052,0.18,0.18,-0.0021339773826573386,0.01974694437146416,0.03622357155011355,0.00011114595148924045
2.062062062062062,0.18,0.18,-0.0019356891504704072,0.019912154048833185,-0.6150794738183638,0.018953606880506256
2.0720720720720722,0.18,0.18,-0.0017682174523337975,0.01358879811464782,0.7004844265794884,0.024565187523607115
2.0820820820820822,0.18,0.18,-0.001598114999642352,0.020427356837987375,-0.47529293077287277,0.011320708217654163
2.0920920920920922,0.18,0.18,-0.001418444692887035,0.015512241211966628,0.1522990513604367,0.0011798699057322408
2.1021021021021022,0.18,0.18,-0.001256435036128331,0.016889840870110067,0.27531963608316923,0.003805831390648545
2.1121121121121122,0.18,0.18,-0.001074502727009079,0.01949590759324466,0.4293521827042035,0.009228710400746685
2.1221221221221223,0.18,0.18,-0.0008588399102986897,0.023634935228339843,-0.18724855653847555,0.0017604771562023524
2.1321321321321323,0.18,0.18,-0.0006326149818342072,0.02161354874512399,-0.2791073913841752,0.0038990488134163677
2.1421421421421423,0.18,0.18,-0.0004310862459155866,0.01869624539248014,0.7177188845770887,0.025757878217443193
2.1521521521521523,0.18,0.18,-0.00020885132970506175,0.025746643666974222,-0.7200526620739394,0.02592422799676753
2.1621621621621623,0.18,0.18,1.1998806960253382e-05,0.018431250912781794,0.6949881424777329,0.024150427348946162
2.1721721721721723,0.18,0.18,0.00023056187834140517,0.025277409957917905,-0.9946571448394912,0.04946767337680987
2.1821821821821823,0.18,0.18,0.00043312860181162795,0.015245919015816999,0.04383179959160413,9.793733662900036e-05
2.1921921921921923,0.18,0.18,0.000587511497974787,0.015631576496195287,-0.35064947005968317,0.006151204240259358
2.2022022022022023,0.18,0.18,0.0007260866989629634,0.01208752828897932,0.27700476384481776,0.0038418539785802725
2.2122122122122123,0.18,0.18,0.0008606720412123984,0.014828334928131067,0.5760307084513476,0.016597976417573324
2.2222222222222223,0.18,0.18,0.0010375585594731007,0.02054562200379284,0.278942729335352,0.0039012175900961323
2.2322322322322323,0.18,0.18,0.001256692030186941,0.02328054962664987,-0.6815288187233717,0.023239869286111076
2.2422422422422423,0.18,0.18,0.001455215757550171,0.01643149544862483,-0.6190250854307342,0.019180779348636615
2.2522522522522523,0.18,0.18,0.0015885821846161787,0.010248012510399024,0.1807857303814303,0.00165940994905016
2.2622622622622623,0.18,0.18,0.0017002207659352075,0.01207907274171046,-0.458058196958701,0.010519773096581978
2.2722722722722724,0.18,0.18,0.0017982622125824652,0.007533790647224893,-0.4068798163585876,0.008309896717851921
2.2822822822822824,0.18,0.18,0.0018535389491414443,0.003525340481521402,0.6077971949871865,0.01850522757807445
2.2922922922922924,0.18,0.18,0.0019194927289114283,0.009660830869812814,0.08114380656055664,0.00036606039052029023
2.3023023023023024,0.18,0.18,0.0020203791309726005,0.010516545188221623,-1.2479086847423608,0.07790462359109915
2.3123123123123124,0.18,0.18,0.0020634815546220395,-0.0018853790744582273,-0.6367456005277099,0.020314827550832353
2.3223223223223224,0.18,0.18,0.0020133832120698717,-0.008129487197798546,-0.873630614073504,0.038202059611908826
2.3323323323323324,0.18,0.18,0.0018891575992862118,-0.016709480656895884,0.881455870274712,0.038883911726436904
2.3423423423423424,0.18,0.18,0.001766921273348918,-0.007746234515473873,0.06412227530805929,0.00023680341739625715
2.3523523523523524,0.18,0.18,0.001693271226441569,-0.0069849997340030116,0.05797663452315356,0.00019673618199451544
2.3623623623623624,0.18,0.18,0.0016268906700337036,-0.006292221084688871,-0.39840822159652356,0.007962923284307658
2.3723723723723724,0.18,0.18,0.0015446230519941808,-0.010158739682852897,0.5500178143011789,0.015149838406159825
2.3823823823823824,0.18,0.18,0.0014711081708615307,-0.0045495006825663304,-0.1041171126603572,0.0005636602499402313
2.3923923923923924,0.18,0.18,0.001420878901877812,-0.005495967011157565,-0.22255410892650693,0.0024967055385415903
2.4024024024024024,0.18,0.18,0.0013552835447780923,-0.007621858555992702,0.011082571415224514,2.450910432614029e-05
2.4124124124124124,0.18,0.18,0.0012801277379188712,-0.007410081835075699,-0.09076706577297167,0.0004283202817056411
2.4224224224224224,0.18,0.18,0.0012019823273225442,-0.008218952657805298,-0.8514165214178101,0.03625995226231218
2.4324324324324325,0.18,0.18,0.0010777782973551448,-0.016615851056383437,0.14783604075366627,0.0011043908078684813
2.4424424424424425,0.18,0.18,0.0009196597830743412,-0.015010457379598418,0.7432891686879646,0.027632397155608317
2.4524524524524525,0.18,0.18,0.0008072427463326872,-0.00748012703571951,0.42470684990434404,0.00902531182629862
2.4624624624624625,0.18,0.18,0.000754016858418475,-0.0031690701181918196,0.3531435652178918,0.0062412042969679634
2.4724724724724725,0.18,0.18,0.0007402122585198273,0.00040506076620703104,0.4399187485089187,0.009681904406359293
2.4824824824824825,0.18,0.18,0.0007663910172650385,0.0048272154094850615,-0.17225228553556948,0.0014894160455248134
2.4924924924924925,0.18,0.18,0.0008061319464812775,0.003122709581578479,-0.1486803965590558,0.0011117915031992815
2.5025025025025025,0.18,0.18,0.0008300552180846395,0.0016633527681472306,0.2014928935997013,0.002036859225209723
