chi_kappa,L,P_demand,S_supply,Deficit,Deficit_Ratio,Is_Vulnerable
0.05,0.48000000000000004,0.272466998363344,0.16965009915838422,0.10281689920495976,0.6060526914810146,1
0.05,0.49000000000000005,0.28393804820763424,0.17140817822999468,0.11252986997763956,0.6565023392678937,1
0.05,0.5,0.2956456145435591,0.173148407396088,0.12249720714747109,0.7074694419062771,1
0.05,0.51,0.3075896973711188,0.174871319556632,0.1327183778144868,0.7589487981847477,1
0.05,0.52,0.3197702966903134,0.1765774216120332,0.14319287507828024,0.8109353606538454,1
0.05,0.53,0.33218741250114286,0.17826719620510603,0.15392021629603683,0.863424228195878,1
0.05,0.54,0.3448410448036073,0.17994110331579552,0.16489994148781176,0.9164106390879097,1
0.05,0.55,0.35773119359770633,0.18159958172358723,0.1761316118741191,0.9698899645165983,1
0.06,0.25,0.10643242123568125,0.12243441302142478,-0.016001991785743533,-0.13069848085066857,0
0.06,0.26,0.11511730680851284,0.1248590922263047,-0.00974178541779186,-0.07802223485763504,0
0.06,0.27,0.12414277612929861,0.1272375743687882,-0.0030947982394895768,-0.02432298992528375,0
0.06,0.28,0.13350882919803858,0.1295724035083433,0.003936425689695294,0.03038012403190332,1
0.06,0.29000000000000004,0.14321546601473273,0.13186589843702945,0.011349567577703279,0.08606901186907767,1
0.06,0.3,0.15326268657938094,0.1341201796534772,0.019142506925903746,0.1427265231478346,1
0.06,0.31,0.16365049089198344,0.1363371923209402,0.027313298571043254,0.20033637268066415,1
0.06,0.32,0.17437887895254015,0.13851872591687042,0.03586015303566972,0.25888307012865946,1
0.06,0.33,0.18544785076105097,0.14066643113873722,0.044781419622313745,0.31835185736777877,1
0.06,0.34,0.19685740631751603,0.1427818345203098,0.054075571797206234,0.3787286525549883,1
0.06,0.35000000000000003,0.20860754562193523,0.1448663511263439,0.06374119449559132,0.44,1
0.06,0.36,0.22069826867430856,0.14692129562570974,0.07377697304859882,0.5021530250900441,1
0.06,0.37,0.2331295754746362,0.14894789198915584,0.08418168348548036,0.5651753936310103,1
0.06,0.38,0.24590146602291782,0.15094728201491164,0.09495418400800618,0.629055275063687,1
0.06,0.39,0.2590139403191538,0.15292053285077611,0.1060934074683777,0.6937813090927851,1
0.06,0.4,0.2724669983633441,0.15486864365339206,0.11759835470995203,0.7593425753320743,1
0.06,0.41000000000000003,0.2862606401554883,0.1567925515026698,0.1294680886528185,0.8257285656239479,1
0.06,0.42000000000000004,0.30039486569558677,0.158693136670725,0.14170172902486178,0.8929291587378542,1
0.06,0.43000000000000005,0.3148696749836394,0.16057122732939869,0.1542984476542407,0.9609345971910029,1
0.06,0.44000000000000006,0.3296850680196462,0.16242760376778778,0.16725746425185842,1.029735465967814,1
0.06,0.45000000000000007,0.3448410448036072,0.16426300218071477,0.18057804262289245,1.0993226729426788,1
0.06,0.4600000000000001,0.3603376053355225,0.16607811808031042,0.19425948725521208,1.169687430834651,1
0.06,0.47000000000000003,0.37617474961539193,0.16787360937554646,0.20830114023984547,1.2408212405432915,1
0.06,0.48000000000000004,0.39235247764321524,0.16965009915838422,0.22270237848483102,1.3127158757326605,1
0.06,0.49000000000000005,0.4088707894189932,0.17140817822999468,0.2374626111889985,1.3853633685457662,1
0.06,0.5,0.425729684942725,0.173148407396088,0.252581277546637,1.4587559963450387,1
0.06,0.51,0.4429291642144109,0.174871319556632,0.26805784465777893,1.532886269386036,1
0.06,0.52,0.46046922723405137,0.1765774216120332,0.2838918056220182,1.6077469193415377,1
0.06,0.53,0.47834987400164575,0.17826719620510603,0.30008267779653974,1.6833308886020646,1
0.06,0.54,0.49657110451719444,0.17994110331579552,0.31663000120139895,1.7596313202865899,1
0.06,0.55,0.515132918780697,0.18159958172358723,0.33353333705710975,1.8366415489039007,1
0.07,0.25,0.14486635112634394,0.12243441302142478,0.022431938104919155,0.18321595661992346,1
0.07,0.26,0.1566874453782536,0.1248590922263047,0.0318283531519489,0.2549141803326635,1
0.07,0.27,0.16897211195376757,0.1272375743687882,0.041734537584979386,0.32800481926836395,1
0.07,0.28,0.18172035085288588,0.1295724035083433,0.05214794734454259,0.4024618354878686,1
0.07,0.29000000000000004,0.1949321620756085,0.13186589843702945,0.06306626363857906,0.4782605994884674,1
0.07,0.3,0.20860754562193518,0.1341201796534772,0.07448736596845798,0.555377767617886,1
0.07,0.31,0.22274650149186642,0.1363371923209402,0.08640930917092624,0.63379117392646,1
0.07,0.32,0.2373490296854019,0.13851872591687042,0.09883030376853147,0.7134797343417867,1
0.07,0.33,0.25241513020254164,0.14066643113873722,0.11174869906380441,0.7944233614172547,1
0.07,0.34,0.2679448030432858,0.1427818345203098,0.12516296852297598,0.8766028881998457,1
0.07,0.35000000000000003,0.28393804820763413,0.1448663511263439,0.13907169708129022,0.9600000000000004,1
0.07,0.36,0.3003948656955867,0.14692129562570974,0.15347357006987697,1.0445971730392272,1
0.07,0.37,0.31731525550714373,0.14894789198915584,0.1683673635179879,1.1303776191088752,1
0.07,0.38,0.33469921764230504,0.15094728201491164,0.1837519356273934,1.2173252355033533,1
0.07,0.39,0.3525467521010706,0.15292053285077611,0.1996262192502945,1.305424559598514,1
0.07,0.4,0.37085785888344064,0.15486864365339206,0.21598921523004858,1.3946607275353238,1
0.07,0.41000000000000003,0.3896325379894147,0.1567925515026698,0.23283998648674492,1.4850194365437073,1
0.07,0.42000000000000004,0.40887078941899313,0.158693136670725,0.25017765274826814,1.5764869105043018,1
0.07,0.43000000000000005,0.428572613172176,0.16057122732939869,0.26800138584277733,1.6690498683988664,1
0.07,0.44000000000000006,0.4487380092489631,0.16242760376778778,0.28631040548117537,1.762695495345082,1
