anisotropy_ratio,lateral_dev,sagittal_range,avg_torsion
0.1,0.1424272339152038,0.4732285377136141,2.621069642153137
0.25,0.15208977798438025,0.48624495762524544,3.3479066506863844
0.5,0.17527656400420846,0.48001319936750736,3.457288298230036
0.75,0.17802752752212594,0.4724011071413761,3.3676640387275474
1.0,0.1721449427700914,0.4679272186346547,3.2431975137765656
1.25,0.16412070279875834,0.46578379383578017,3.1250552712396895
1.5,0.15632143200802903,0.4648632909640022,3.0249806810592657
2.0,0.14396929162035732,0.46454044366706404,2.877576166447434
