anisotropy_ratio,max_lateral_deviation,tip_deflection_x,tip_deflection_y,tip_deflection_z
0.5,0.4782248043865345,0.0,0.4782248043865345,-1.5313923650751105
0.75,0.1997771057378356,0.0,0.1997771057378356,-1.675403603740126
1.0,0.20043104858771468,0.0,0.20043104858771468,-1.6785087471438511
1.25,0.2472132434811172,0.0,0.23798884788284572,-1.65856974200742
1.5,0.2819340086400655,0.0,0.2749010429068032,-1.6382613223912672
2.0,0.3352015482305575,0.0,0.3352015482305575,-1.5999121756907326
