chi_tau,lateral_range,sagittal_range,avg_torsion,scoliosis_index
0.0,0.0,0.45155179434189235,0.0,0.0
0.2,0.12558890396404596,0.4475159074334031,1.8124461298665602,0.2276231229438182
0.4,0.16552248540057263,0.45218687050070316,2.8268257772664285,0.4679032284475448
0.6,0.18302551818344018,0.46239384961289653,3.6499269905821206,0.668029778783017
0.8,0.19294675961179128,0.4738152763337163,4.423307980138079,0.8534629415326199
1.0,0.19848715041671416,0.4855795848339147,5.176859421222529,1.02754007462638
1.5,0.20327877560260613,0.5150020922943217,7.007062055254175,1.4243869951635495
2.0,0.1932093382318782,0.5437818142962778,8.795785008605762,1.6994278007425943
