timestamp,bio_label,stiffness_anisotropy,chi_kappa,chi_tau,chi_e,chi_m,boundary_condition,curvature_profile,info_center,info_width,info_amplitude,max_curvature,max_torsion,y_tip,s_lat,cobb_angle,bending_energy,shear_energy,gravitational_energy,runtime_sec,peak_memory_mb,end_to_end_distance
2026-02-14T19:43:46.078549,nan,1.0,0.0,0.0,0.0,0.0,fixed,constant,0.6,0.1,0.1,1.5840640476767436,0.0,-0.0071168882460451045,0.0,0.0,nan,nan,nan,28.3837,56.66,0.49743294517909453
