cycles_per_day,chi_avg,retention_frac
1,1.2499923197345584,0.08333282131563723
2,2.493803119558334,0.16625354130388895
5,5.683012791941172,0.3788675194627448
10,8.735072351097472,0.5823381567398315
20,11.27970909764934,0.751980606509956
50,13.335758683340408,0.8890505788893606
100,14.134945410355314,0.9423296940236876
