chi_M,tip_deflection_z,max_curvature,zero_crossings
0.0,-0.005745479017314779,11.622906510573587,0
4.0,0.023216135801981296,155.85395206830023,18
8.0,-0.08552592839233149,152.2301479038047,14
12.0,0.13681484396675017,152.74329918948112,23
16.0,-0.2381884228265098,146.48223979670024,14
20.0,0.08483560272162975,149.43597355688001,24
